station_code, seoulmetro_code, external_code, station_name(kor),lat,lng
647,4614,U124,송산,37.737279,127.087159
648,4615,U125,탑석,37.733579,127.088704
649,4701,941,북한산우이,37.662909,127.0106093
650,4702,942,솔밭공원,37.656048,127.011089
651,4703,943,419민주묘지,37.6482352,127.008614
652,4704,944,가오리,37.641559,127.0146213
653,4707,947,삼양사거리,37.621341,127.0183183
654,4708,948,솔샘,37.6192615,127.00925
655,4709,949,북한산보국문,37.6121795,127.0059928
656,4710,950,정릉,37.602667,127.0113053
657,4711,951,성신여대입구,37.592624,127.016403
658,4712,952,보문,37.585286,127.019381
659,1859,K232,오리,37.339824,127.108942
660,3123,I123,간석오거리,37.467048,126.707938
661,153,130,종로3가,37.571607,126.991806
662,154,129,종로5가,37.570926,127.001849
663,155,128,동대문,37.571420,127.009745
664,156,126,신설동,37.575297,127.025087
665,157,125,제기동,37.578103,127.034893
666,158,124,청량리,37.580178,127.046835
667,159,127,동묘앞,37.572627,127.016429
668,300,K322,대곡,37.631626,126.811024
669,321,331,충무로,37.561243,126.994280
670,1862,K233,죽전,37.324753,127.107395
671,4310,D10,청계산입구,37.447211,127.055664
672,4713,953,신설동,37.575297,127.025087
673,4804,841,소사,37.482755,126.7934653
674,4805,842,소새울,37.46848,126.7951023
675,4806,843,시흥대야,37.450523,126.7922003
676,4807,844,신천,37.4396096,126.7847297-+
677,4808,845,신현,37.4396768,126.751899
678,4809,846,시흥시청,37.3811784,126.8053023
679,4810,847,시흥능곡,37.3699072,126.8090312
680,4811,848,달미,37.3491752,126.8068768
681,4812,849,선부,37.3344112,126.8078143
682,4813,850,초지,37.3356705,126.7939287
683,4814,701,원곡,37.3132037,126.7941208
684,4815,702,원시,37.3021882,126.7843008
685,4920,690,양촌,37.6420272,126.6125772
686,4921,691,구래,37.6450401,126.6256133
687,4922,692,마산,37.6405342,126.6413464
688,4923,693,장기,37.6437119,126.6680517
689,4924,694,운양,37.6538552,126.6816543
690,4925,695,걸포북변,37.6316512,126.7035993
691,4926,696,사우,37.6204991,126.7162723
692,4927,697,풍무,37.6119389,126.729782
693,4928,698,고촌,37.6009325,126.7685188
694,4929,699,김포공항,37.562434,126.801058
695,224,224,서초,37.491897,127.007917
696,1502,K411,이매,37.396104,127.128270
697,1916,100,소요산,37.948100,127.061034
698,3225,I225,남동구청,37.448161,126.736939
699,208,208,왕십리,37.561533,127.037732
700,1501,K410,판교,37.394761,127.111217
701,1890,K263,신포,37.468740,126.623853
702,2649,648,신내,37.6126681,127.1011098
703,207,207,상왕십리,37.564354,127.029354
704,4508,Y116,삼가,37.242115,127.168075
705,1010,K113,한남,37.529430,127.009169
706,1723,P164,지제,37.018800,127.070444
707,4517,Y126,전대.에버랜드,37.285342,127.219561
708,233,233,대림,37.492970,126.895801
709,3209,I209,아시아드경기장,37.551700,126.677122
710,246,211-4,신설동,37.575297,127.025087
711,247,234-1,도림천,37.514287,126.882768
712,248,234-2,양천구청,37.512398,126.865819
713,250,211-3,용두,37.574028,127.038091
714,1308,P119,중랑,37.623632,127.061835
715,1865,K237,기흥,37.275619,127.115936
716,3201,I201,검단오류,37.594877,126.627178
717,100C,K110,용산,37.529849,126.964561
718,1846,K245,수원,37.265974,126.999874
719,1952,315,화정,37.631626,126.811024
720,4126,926,언주,37.507287,127.033868
721,4501,Y110,기흥,37.275619,127.115936
722,150,133,서울역,37.554648,126.972559
723,151,132,시청,37.564718,126.977108
724,152,131,종각,37.570161,126.982923
725,4705,945,화계,37.6339375,127.0162332
726,4706,946,삼양,37.6339372,127.0096671
727,101C,K118,회기,37.589460,127.057583
728,1265,K315,가좌,37.568491,126.915487
